type,name,slug,url_path,city,state,category_or_tags,official_site,gsc_clicks,gsc_impressions,gsc_ctr,gsc_avg_position,visibility_status,primary_serp_query,expected_competitors_above_ecke,likely_why_competitors_rank_higher
swing-club,Club Sapphire,club-sapphire-tukwila-wa,/swing-clubs/club-sapphire-tukwila-wa,Tukwila,WA,Swing / lifestyle club,https://clubsapphire.com/,0,0,,,No matching GSC page row in export,Club Sapphire Tukwila WA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Club Sinz,club-sinz-salisbury-ma,/swing-clubs/club-sinz-salisbury-ma,Salisbury,MA,Swing / lifestyle club,http://sinz.club/,0,0,,,No matching GSC page row in export,Club Sinz Salisbury MA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Colette Austin,colette-austin-tx,/swing-clubs/colette-austin-tx,Austin,TX,Swing / lifestyle club,https://coletteaustin.com/austin.php,0,0,,,No matching GSC page row in export,Colette Austin Austin TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Colette Dallas,colette-dallas-tx,/swing-clubs/colette-dallas-tx,Dallas,TX,Swing / lifestyle club,https://colettelounge.com/dallas/,0,0,,,No matching GSC page row in export,Colette Dallas Dallas TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Colette Houston,colette-houston-tx,/swing-clubs/colette-houston-tx,Houston,TX,Swing / lifestyle club,https://colettelounge.com/houston/,0,0,,,No matching GSC page row in export,Colette Houston Houston TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Colette New Orleans,colette-new-orleans-la,/swing-clubs/colette-new-orleans-la,New Orleans,LA,Swing / lifestyle club,https://colettelounge.com/neworleans/,0,0,,,No matching GSC page row in export,Colette New Orleans New Orleans LA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Colette San Antonio,colette-san-antonio-tx,/swing-clubs/colette-san-antonio-tx,San Antonio,TX,Swing / lifestyle club,https://sanantonio.coletteclubs.com/,0,0,,,No matching GSC page row in export,Colette San Antonio San Antonio TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Couples Cupid,couples-cupid-seattle-wa,/swing-clubs/couples-cupid-seattle-wa,Seattle,WA,Swing / lifestyle club,https://couplescupid.org/,0,0,,,No matching GSC page row in export,Couples Cupid Seattle WA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Desires Houston,desires-houston-tx,/swing-clubs/desires-houston-tx,Houston,TX,Swing / lifestyle club,https://desireshouston.com/,0,0,,,No matching GSC page row in export,Desires Houston Houston TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,DJ's Island,djs-island-beaver-falls-pa,/swing-clubs/djs-island-beaver-falls-pa,Beaver Falls,PA,Swing / lifestyle club,https://djsisland.com/,0,0,,,No matching GSC page row in export,DJ's Island Beaver Falls PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Electricity Social Club,electricity-social-club-providence-ri,/swing-clubs/electricity-social-club-providence-ri,Providence,RI,Swing / lifestyle club,https://www.electricitysocialclub.com/,0,0,,,No matching GSC page row in export,Electricity Social Club Providence RI,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Forbidden Omaha,forbidden-omaha-ne,/swing-clubs/forbidden-omaha-ne,Omaha,NE,Swing / lifestyle club,https://forbiddeno.com/,0,0,,,No matching GSC page row in export,Forbidden Omaha Omaha NE,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,House of Black,house-of-black-san-diego-ca,/swing-clubs/house-of-black-san-diego-ca,San Diego,CA,Swing / lifestyle club,https://www.houseofblack.com/,0,0,,,No matching GSC page row in export,House of Black San Diego CA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Hush Lounge AZ,hush-lounge-az-phoenix,/swing-clubs/hush-lounge-az-phoenix,Phoenix,AZ,Swing / lifestyle club,https://www.hushloungeaz.com/,0,0,,,No matching GSC page row in export,Hush Lounge AZ Phoenix AZ,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Ice Lounge,ice-lounge-haysville-ks,/swing-clubs/ice-lounge-haysville-ks,Haysville,KS,Swing / lifestyle club,https://icelounge.net/,0,0,,,No matching GSC page row in export,Ice Lounge Haysville KS,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,It's A Secret,its-a-secret-edgewood-nm,/swing-clubs/its-a-secret-edgewood-nm,Edgewood,NM,Swing / lifestyle club,https://itisasecret.com/,0,0,,,No matching GSC page row in export,It's A Secret Edgewood NM,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Karizma Social Club,karizma-social-club-glen-gardner-nj,/swing-clubs/karizma-social-club-glen-gardner-nj,Glen Gardner,NJ,Swing / lifestyle club,https://www.karizmasocialclub.com/,0,0,,,No matching GSC page row in export,Karizma Social Club Glen Gardner NJ,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Lacey's Playhouse,laceys-playhouse-brown-mills-nj,/swing-clubs/laceys-playhouse-brown-mills-nj,Brown Mills,NJ,Swing / lifestyle club,https://www.laceysplayhouse.com/,0,0,,,No matching GSC page row in export,Lacey's Playhouse Brown Mills NJ,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Leisure Time Club,leisure-time-club-hartford-ct,/swing-clubs/leisure-time-club-hartford-ct,Hartford,CT,Swing / lifestyle club,https://www.leisuretime-club.com/,0,0,,,No matching GSC page row in export,Leisure Time Club Hartford CT,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Medusa's Playhouse,medusas-playhouse-west-babylon-ny,/swing-clubs/medusas-playhouse-west-babylon-ny,West Babylon,NY,Swing / lifestyle club,https://www.medusasplayhouse.com/,0,0,,,No matching GSC page row in export,Medusa's Playhouse West Babylon NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,PK Social Club Reno,pk-social-club-reno-nv,/swing-clubs/pk-social-club-reno-nv,Reno,NV,Swing / lifestyle club,https://pksocialclub.org/,0,0,,,No matching GSC page row in export,PK Social Club Reno Reno NV,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Playhouse DFW,playhouse-dfw-tx,/swing-clubs/playhouse-dfw-tx,Dallas,TX,Swing / lifestyle club,https://atplayhouse.com/playhousedfw.php,0,0,,,No matching GSC page row in export,Playhouse DFW Dallas TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,PlayhouseLV,playhouselv-las-vegas-nv,/swing-clubs/playhouselv-las-vegas-nv,Las Vegas,NV,Swing / lifestyle club,https://atplayhouse.com/,0,0,,,No matching GSC page row in export,PlayhouseLV Las Vegas NV,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Power Exchange,power-exchange-san-francisco-ca,/swing-clubs/power-exchange-san-francisco-ca,San Francisco,CA,Swing / lifestyle club,https://powerexchange.com/,0,0,,,No matching GSC page row in export,Power Exchange San Francisco CA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Quiet Encounters El Paso,quiet-encounters-el-paso-tx,/swing-clubs/quiet-encounters-el-paso-tx,El Paso,TX,Swing / lifestyle club,https://quietencounters2.com/,0,0,,,No matching GSC page row in export,Quiet Encounters El Paso El Paso TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Red Rooster Las Vegas,red-rooster-las-vegas-nv,/swing-clubs/red-rooster-las-vegas-nv,Whitney,NV,Swing / lifestyle club,https://redrooster.vegas,0,0,,,No matching GSC page row in export,Red Rooster Las Vegas Whitney NV,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Saints & Sinners Atlantic City,saints-and-sinners-atlantic-city-nj,/swing-clubs/saints-and-sinners-atlantic-city-nj,Atlantic City,NJ,Swing / lifestyle club,https://www.saintsandsinnersclubs.com/,0,0,,,No matching GSC page row in export,Saints & Sinners Atlantic City Atlantic City NJ,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Scarlet Ranch,scarlet-ranch-littleton-co,/swing-clubs/scarlet-ranch-littleton-co,Littleton,CO,Swing / lifestyle club,https://www.scarletranch.com/,0,0,,,No matching GSC page row in export,Scarlet Ranch Littleton CO,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Secret Diversion (Pleasure4theMoment),secret-diversion-waldorf-md,/swing-clubs/secret-diversion-waldorf-md,Waldorf,MD,Swing / lifestyle club,https://www.pleasure4themoment.com/,0,0,,,No matching GSC page row in export,Secret Diversion (Pleasure4theMoment) Waldorf MD,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Secret Pleasures,secret-pleasures-emmaus-pa,/swing-clubs/secret-pleasures-emmaus-pa,Emmaus,PA,Swing / lifestyle club,http://www.secretpleasures.club/,0,0,,,No matching GSC page row in export,Secret Pleasures Emmaus PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Shadows Private Club 2.0,shadows-private-club-hyattsville-md,/swing-clubs/shadows-private-club-hyattsville-md,Hyattsville,MD,Swing / lifestyle club,http://shadowslove.com/,0,0,,,No matching GSC page row in export,Shadows Private Club 2.0 Hyattsville MD,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Sinner's Paradise,sinners-paradise-philadelphia-pa,/swing-clubs/sinners-paradise-philadelphia-pa,Philadelphia,PA,Swing / lifestyle club,https://sinnersparadise.weebly.com/,0,0,,,No matching GSC page row in export,Sinner's Paradise Philadelphia PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Subspace Swingers,subspace-swingers-manhattan-ny,/swing-clubs/subspace-swingers-manhattan-ny,New York,NY,Swing / lifestyle club,https://subspaceswingers.com/,0,0,,,No matching GSC page row in export,Subspace Swingers New York NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Syn Tulsa,syn-tulsa-ok,/swing-clubs/syn-tulsa-ok,Tulsa,OK,Swing / lifestyle club,https://synintulsa.com/,0,0,,,No matching GSC page row in export,Syn Tulsa Tulsa OK,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Syracuse Speakeasy,syracuse-speakeasy-liverpool-ny,/swing-clubs/syracuse-speakeasy-liverpool-ny,Liverpool,NY,Swing / lifestyle club,https://syracusespeakeasy.com/,0,0,,,No matching GSC page row in export,Syracuse Speakeasy Liverpool NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Tabu Social Club,tabu-social-club-catonsville-md,/swing-clubs/tabu-social-club-catonsville-md,Catonsville,MD,Swing / lifestyle club,https://www.tabulife.com/,0,0,,,No matching GSC page row in export,Tabu Social Club Catonsville MD,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Thad's Private Social Club,thads-san-diego-ca,/swing-clubs/thads-san-diego-ca,San Diego,CA,Swing / lifestyle club,https://www.thads.com/,0,0,,,No matching GSC page row in export,Thad's Private Social Club San Diego CA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Club in OKC,the-club-in-okc-ok,/swing-clubs/the-club-in-okc-ok,Oklahoma City,OK,Swing / lifestyle club,https://www.theclubinokc.com/,0,0,,,No matching GSC page row in export,The Club in OKC Oklahoma City OK,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Cottage Social Club,the-cottage-social-club-orrtanna-pa,/swing-clubs/the-cottage-social-club-orrtanna-pa,Orrtanna,PA,Swing / lifestyle club,https://cottageinpa.com/,0,0,,,No matching GSC page row in export,The Cottage Social Club Orrtanna PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Diamond Club NYC,the-diamond-club-nyc-tribeca,/swing-clubs/the-diamond-club-nyc-tribeca,New York,NY,Swing / lifestyle club,https://thediamondclubnyc.com/,0,0,,,No matching GSC page row in export,The Diamond Club NYC New York NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Green Door Las Vegas,the-green-door-las-vegas-nv,/swing-clubs/the-green-door-las-vegas-nv,Las Vegas,NV,Swing / lifestyle club,https://greendoorlasvegas.com/,0,0,,,No matching GSC page row in export,The Green Door Las Vegas Las Vegas NV,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Loft Club Long Island,the-loft-club-long-island-ronkonkoma-ny,/swing-clubs/the-loft-club-long-island-ronkonkoma-ny,Ronkonkoma,NY,Swing / lifestyle club,https://theloftclub2.com/,0,0,,,No matching GSC page row in export,The Loft Club Long Island Ronkonkoma NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Loft Elite,the-loft-elite-brooklyn-ny,/swing-clubs/the-loft-elite-brooklyn-ny,Brooklyn,NY,Swing / lifestyle club,https://theloftesl.com/,0,0,,,No matching GSC page row in export,The Loft Elite Brooklyn NY,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Night Game Houston,the-night-game-houston-tx,/swing-clubs/the-night-game-houston-tx,Houston,TX,Swing / lifestyle club,https://www.thenightgamehouston.com/,0,0,,,No matching GSC page row in export,The Night Game Houston Houston TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Pendulum Club North Houston,the-pendulum-club-north-houston-tx,/swing-clubs/the-pendulum-club-north-houston-tx,Houston,TX,Swing / lifestyle club,https://thependulumclub.net/,0,0,,,No matching GSC page row in export,The Pendulum Club North Houston Houston TX,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Pleasure Garden Club,the-pleasure-garden-club-philadelphia-pa,/swing-clubs/the-pleasure-garden-club-philadelphia-pa,Philadelphia,PA,Swing / lifestyle club,https://thepleasuregardenclub.net/,0,0,,,No matching GSC page row in export,The Pleasure Garden Club Philadelphia PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Private Affair (TPA),the-private-affair-port-deposit-md,/swing-clubs/the-private-affair-port-deposit-md,Port Deposit,MD,Swing / lifestyle club,http://theprivateaffair.com/,0,0,,,No matching GSC page row in export,The Private Affair (TPA) Port Deposit MD,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The SPOTT Kansas City,the-spott-kansas-city-mo,/swing-clubs/the-spott-kansas-city-mo,Kansas City,MO,Swing / lifestyle club,https://www.thespottkc.com/,0,0,,,No matching GSC page row in export,The SPOTT Kansas City Kansas City MO,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Sweet Spot,the-sweet-spot-mesa-az,/swing-clubs/the-sweet-spot-mesa-az,Mesa,AZ,Swing / lifestyle club,https://sweetspotmesa.org/,0,0,,,No matching GSC page row in export,The Sweet Spot Mesa AZ,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Velvet Rope Portland,the-velvet-rope-portland-or,/swing-clubs/the-velvet-rope-portland-or,Portland,OR,Swing / lifestyle club,https://velvetropepdx.com/,0,0,,,No matching GSC page row in export,The Velvet Rope Portland Portland OR,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,The Warehouse Boise,the-warehouse-boise-id,/swing-clubs/the-warehouse-boise-id,Boise,ID,Swing / lifestyle club,https://the-warehouseboise.com/,0,0,,,No matching GSC page row in export,The Warehouse Boise Boise ID,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,TJ's Lasting Impressions,tjs-lasting-impressions-newport-pa,/swing-clubs/tjs-lasting-impressions-newport-pa,Newport,PA,Swing / lifestyle club,https://tjslastingimpressions.com/,0,0,,,No matching GSC page row in export,TJ's Lasting Impressions Newport PA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Twist SF,twist-sf-san-francisco-ca,/swing-clubs/twist-sf-san-francisco-ca,San Francisco,CA,Swing / lifestyle club,https://www.twist-sf.com/,0,0,,,No matching GSC page row in export,Twist SF San Francisco CA,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Whispers Las Vegas,whispers-las-vegas-nv,/swing-clubs/whispers-las-vegas-nv,Las Vegas,NV,Swing / lifestyle club,https://www.whispersvegas.com/,0,0,,,No matching GSC page row in export,Whispers Las Vegas Las Vegas NV,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
swing-club,Wicked Fun Club,wicked-fun-club-terryville-ct,/swing-clubs/wicked-fun-club-terryville-ct,Terryville,CT,Swing / lifestyle club,https://wickedfunclub.com/,0,0,,,No matching GSC page row in export,Wicked Fun Club Terryville CT,"Official website, social profiles, event/venue platforms, local/business directories",Official club pages and lifestyle directories usually match local/brand intent and have more direct business signals.
vendor,Flogging Farmers,floggin-farmers,/vendors/floggin-farmers,,,impact-implements|woodworking|custom-commission-vendor,https://www.etsy.com/shop/FlogginFarmers,0,14,0%,11.07,Seen in GSC export,Flogging Farmers,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Dodson Designs,dodson-designs,/vendors/dodson-designs,,,handmade-leather|custom-commission-vendor|clothing-fetish-wear|roleplay-costume,https://dodson-designs.com/,0,0,,,No matching GSC page row in export,Dodson Designs,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,EF Leather,ef-leather,/vendors/ef-leather,,,impact-implements|handmade-leather|custom-commission-vendor,https://www.efleathercraft.com/,0,0,,,No matching GSC page row in export,EF Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Free-to-be Boudoir,free-to-be-boudoir,/vendors/free-to-be-boudoir,,,photography-content,https://waterfirephotography85.mypixieset.com/,0,0,,,No matching GSC page row in export,Free-to-be Boudoir,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Emma Alamo,emma-alamo,/vendors/emma-alamo,,,handmade-leather|restraints-bondage-gear|custom-commission-vendor,https://emmaalamo.com/,0,0,,,No matching GSC page row in export,Emma Alamo,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Exploring Taboos,exploring-taboos,/vendors/exploring-taboos,,,media-education-products|reseller-curated-shop,https://exploringtaboos.com/,0,0,,,No matching GSC page row in export,Exploring Taboos,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,M. Benson,m-benson,/vendors/m-benson,,,restraints-bondage-gear|metalwork-chain-jewelry|reseller-curated-shop,https://mbensonjewelry.com/collections/hellebore,0,0,,,No matching GSC page row in export,M. Benson,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,HOLO Leather,holo-leather,/vendors/holo-leather,,,handmade-leather|restraints-bondage-gear|custom-commission-vendor,https://www.hololeathers.com/,0,0,,,No matching GSC page row in export,HOLO Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kinky Elf Toys,kinky-elf-toys,/vendors/kinky-elf-toys,,,impact-implements|dungeon-equipment-furniture|woodworking|custom-commission-vendor,https://www.kinkyelftoys.com/,0,1,0%,6,Seen in GSC export,Kinky Elf Toys,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Shoshinsha,shoshinsha,/vendors/shoshinsha,,,restraints-bondage-gear|reseller-curated-shop|natural-materials-maker,https://shoshinsha-store.com/,0,1,0%,25,Seen in GSC export,Shoshinsha,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Steel Bones,steel-bones,/vendors/steel-bones,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://steelbones.com/,0,1,0%,13,Seen in GSC export,Steel Bones,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,The Dungeon Store,the-dungeon-store,/vendors/the-dungeon-store,,,restraints-bondage-gear|impact-implements|dungeon-equipment-furniture|reseller-curated-shop,https://thedungeonstore.com/,0,6,0%,18.83,Seen in GSC export,The Dungeon Store,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Bound By Jay,bound-by-jay,/vendors/bound-by-jay,,,handmade-leather|custom-commission-vendor|restraints-bondage-gear|jewelry-collars,https://www.boundbyjay.com/,0,1,0%,3,Seen in GSC export,Bound By Jay,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Blush Industries,blush-industries,/vendors/blush-industries,,,insertables-body-toys|jewelry-collars|reseller-curated-shop,https://www.blushindustries.com/,0,0,,,No matching GSC page row in export,Blush Industries,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Bitches Love Leather,bitches-love-leather,/vendors/bitches-love-leather,,,handmade-leather|custom-commission-vendor|restraints-bondage-gear|jewelry-collars,https://www.bllenterprises.com/,0,0,,,No matching GSC page row in export,Bitches Love Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Delicious Boutique,delicious-boutique,/vendors/delicious-boutique,,,clothing-fetish-wear|roleplay-costume|reseller-curated-shop,https://www.deliciousboutique.com/,0,0,,,No matching GSC page row in export,Delicious Boutique,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KINBAKU STUDIO,kinbaku-studio,/vendors/kinbaku-studio,,,restraints-bondage-gear|sensation-play-tools|natural-materials-maker,https://www.kinbaku-studio.com/,0,2,0%,10,Seen in GSC export,KINBAKU STUDIO,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KinkThink Factory,kinkthink-factory,/vendors/kinkthink-factory,,,media-education-products|mixed-media-maker,https://www.kinkthinkfactory.com/,0,4,0%,6.5,Seen in GSC export,KinkThink Factory,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,SlaveOutlet,slaveoutlet,/vendors/slaveoutlet,,,restraints-bondage-gear|sensation-play-tools|jewelry-collars|reseller-curated-shop,https://slaveoutlet.myshopify.com/,0,0,,,No matching GSC page row in export,SlaveOutlet,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,WhippingStripes,whippingstripes,/vendors/whippingstripes,,,impact-implements,https://www.whippingstripes.com/,0,0,,,No matching GSC page row in export,WhippingStripes,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Captured Curls,captured-curls,/vendors/captured-curls,,,clothing-fetish-wear|roleplay-costume|textile-clothing-maker,https://captured-curls.square.site/,0,0,,,No matching GSC page row in export,Captured Curls,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,MarrusArt,marrusart,/vendors/marrusart,,,decor-lifestyle-aftercare|mixed-media-maker,https://www.marrusart.com/,0,1,0%,7,Seen in GSC export,MarrusArt,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Chromaknotz,chromaknotz,/vendors/chromaknotz,,,,https://chromaknotz.square.site/,0,0,,,No matching GSC page row in export,Chromaknotz,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,WhipSinLeather,whipsinleather,/vendors/whipsinleather,,,impact-implements|handmade-leather,https://whipsinleather.com/,0,0,,,No matching GSC page row in export,WhipSinLeather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KINK3D,kink3d,/vendors/kink3d,,,chastity-cages|insertables-body-toys|3d-printed-items,https://kink3d.com/,0,1,0%,9,Seen in GSC export,KINK3D,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Barking Leather,barking-leather,/vendors/barking-leather,,,handmade-leather|clothing-fetish-wear|restraints-bondage-gear|jewelry-collars|pup-play-gear,https://www.barkingleather.com/,0,0,,,No matching GSC page row in export,Barking Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
